EVTNAME25010;Insolatism!;Insolatism!;Insolatism!;;Insolatismo!;;;;;;;;;x
EVTDESC25010;Insolatism!;Insolatism!;Insolatism!;;Insolatismo!;;;;;;;;;x
EVTNAME25011;The liberation!;The liberation!;The liberation!;;La liberacion!;;;;;;;;;x
EVTDESC25011;The liberation!;The liberation!;The liberation!;;La liberacion!;;;;;;;;;x
EVTNAME48101;$FROMCOUNTRY$ called to us to a referendum;$FROMCOUNTRY$ called to us to a referendum;$FROMCOUNTRY$ called to us to a referendum;;$FROMCOUNTRY$ nos llamo a un referendum;;;;;;;;;x
EVTDESC48101;$FROMCOUNTRY$ wants to claim congo, what do we do?;$FROMCOUNTRY$ wants to claim congo, what do we do?;$FROMCOUNTRY$ wants to claim congo, what do we do?;;$FROMCOUNTRY$ quiere reclamar el congo, que hacemos?;;;;;;;;;x
EVTNAME48102;We won the congo!;We won the congo!;We won the congo!;;Ganamos el Congo!;;;;;;;;;x
EVTDESC48102;We won the congo!;We won the congo!;We won the congo!;;Ganamos el Congo!;;;;;;;;;x
EVTNAME48103;We didn't win the congo! :(;We didn't win the congo! :(;We didn't win the congo! :(;;No ganamos el Congo :(;;;;;;;;;x
EVTDESC48103;We didn't win the congo! :(;We didn't win the congo! :(;We didn't win the congo! :(;;No ganamos el Congo :(;;;;;;;;;x
EVTNAME48104;The Congo Ultimatum;The Congo Ultimatum;The Congo Ultimatum;;El Ultimatum del Congo;;;;;;;;;x
EVTDESC48104;The great powers decided to remove from us the Congo, what we do?;The great powers decided to remove from us the Congo, what we do?;The great powers decided to remove from us the Congo, what we do?;;Las grandes potencias decidieron quitarnos el Congo, que hacemos?;;;;;;;;;x
EVTNAME48105;The Congo Referendum;The Congo Referendum;The Congo Referendum;;El Referendum del Congo;;;;;;;;;x
EVTDESC48105;$FROMCOUNTRY$ accepts to give us its Congo;$FROMCOUNTRY$ accepts to give us its Congo;$FROMCOUNTRY$ accepts to give us its Congo;;$FROMCOUNTRY$ acepta darnos su Congo;;;;;;;;;x
EVTNAME48106;The Congo Referendum;The Congo Referendum;The Congo Referendum;;El Referendum del Congo;;;;;;;;;x
EVTDESC48106;$FROMCOUNTRY$ didn't accept :(;$FROMCOUNTRY$ didn't accept :(;$FROMCOUNTRY$ didn't accept :(;;$FROMCOUNTRY$ no acepto :(;;;;;;;;;x
EVTNAME18502;The turks sends a message!;The turks sends a message!;The turks sends a message!;;Los turcos envian un mensaje!;;;;;;;;;x
EVTDESC18502;The turks requests the arab unification of you!;The turks requests the arab unification of you!;The turks requests the arab unification of you!;;Los turcos quieren una unificacion araba tuya!;;;;;;;;;x
EVTNAME18503;The arabs refused!;The arabs refused!;The arabs refused!;;Los arabes nos rechazaron!;;;;;;;;;x
EVTDESC18503;Arabia refused our petition, this can't be real!;Arabia refused our petition, this can't be real!;Arabia refused our petition, this can't be real!;;Arabia rechazo nuestra peticion, esto no puede ser real!;;;;;;;;;x
EVTNAME9985;Asimilation finished!;Asimilation finished!;Asimilation finished!;;La asimilacion termino!;;;;;;;;;x
EVTDESC9985;The asimilation was finished from the genocide so now you can do another genocide :);The asimilation was finished from the genocide so now you can do another genocide :);The asimilation was finished from the genocide so now you can do another genocide :);;La asimilacion se termino del genocidio asique ahora puedes hacer otro genocidio :);;;;;;;;;x
EVTNAME48201;The German Ultimatum;The German Ultimatum;The German Ultimatum;;El Ultimatum Aleman;;;;;;;;;x
EVTDESC48201;$FROMCOUNTRY$ wants to anchluss you, do you accept the Ultimatum?;$FROMCOUNTRY$ wants to anchluss you, do you accept the Ultimatum?;$FROMCOUNTRY$ wants to anchluss you, do you accept the Ultimatum?;;$FROMCOUNTRY$ te quiere hacer un anchluss, aceptas el Ultimatum?;;;;;;;;;x
EVTNAME48202;$FROMCOUNTRY$ accepts!;$FROMCOUNTRY$ accepts!;$FROMCOUNTRY$ accepts!;;$FROMCOUNTRY$ acepta!;;;;;;;;;x
EVTDESC48202;$FROMCOUNTRY$ accepts the Ultimatum! What we do?;$FROMCOUNTRY$ accepts the Ultimatum! What we do?;$FROMCOUNTRY$ accepts the Ultimatum! What we do?;;$FROMCOUNTRY$ acepto el Ultimatum! Que hacemos ahora?;;;;;;;;;x
EVTNAME48203;$FROMCOUNTRY$ refuses!;$FROMCOUNTRY$ refuses!;$FROMCOUNTRY$ refuses!;;$FROMCOUNTRY$ nos rechazo!;;;;;;;;;x
EVTDESC48203;$FROMCOUNTRY$ refuses the Ultimatum! What we do?;$FROMCOUNTRY$ refuses the Ultimatum! What we do?;$FROMCOUNTRY$ refuses the Ultimatum! What we do?;;$FROMCOUNTRY$ rechazo el Ultimatum! Que hacemos?;;;;;;;;;x
EVTNAME48204;Austria fell!;Austria fell!;Austria fell!;;Austria Cayo!;;;;;;;;;x
EVTDESC48204;Austria fell! What we do?;Austria fell! What we do?;Austria fell! What we do?;;Austria cayo! Que hacemos ahora?;;;;;;;;;x
EVTNAME58301;The india problem;The india problem;The india problem;;El problema indio;;;;;;;;;x
EVTDESC58301;$FROMCOUNTRY$ wants india, what we do?;$FROMCOUNTRY$ wants india, what we do?;$FROMCOUNTRY$ wants india, what we do?;;$FROMCOUNTRY$ quiere india, que hacemos?;;;;;;;;;x
EVTNAME58302;$FROMCOUNTRY$ Accepts!;$FROMCOUNTRY$ Accepts!;$FROMCOUNTRY$ Accepts!;;$FROMCOUNTRY$ acepta!;;;;;;;;;x
EVTDESC58302;$FROMCOUNTRY$ accepts to give us india!;$FROMCOUNTRY$ accepts to give us india!;$FROMCOUNTRY$ accepts to give us india!;;$FROMCOUNTRY$ accepta darnos la india!;;;;;;;;;x
EVTNAME58303;$FROMCOUNTRY$ Didn't Accept!;$FROMCOUNTRY$ Didn't Accept!;$FROMCOUNTRY$ Didn't Accept!;;$FROMCOUNTRY$ no acepto!;;;;;;;;;x
EVTDESC58303;$FROMCOUNTRY$ didn't accept to give us india :(;$FROMCOUNTRY$ didn't accept to give us india :(;$FROMCOUNTRY$ didn't accept to give us india :(;;$FROMCOUNTRY$ no acepto darnos la india :(;;;;;;;;;x
EVTNAME25193;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;;$FROMCOUNTRY$ quiere dinero;;;;;;;;;x
EVTDESC25193;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;;$FROMCOUNTRY$ quiere dinero;;;;;;;;;x
EVTNAME25221;Goods for you baby;Goods for you baby;Goods for you baby;;Recuros para ti beiby;;;;;;;;;x
EVTDESC25221;Goods for you baby;Goods for you baby;Goods for you baby;;Recuros para ti beiby;;;;;;;;;x
EVTNAME25020;We are free..;We are free..;We are free..;;Somos libres..;;;;;;;;;x
EVTDESC25020;After being independent by the United Kingdom, now we are civilized :);After being independent by the United Kingdom, now we are civilized :);After being independent by the United Kingdom, now we are civilized :);;Despues de ser independiente del Reno Unido, ahora somos civilizados (a medias) :);;;;;;;;;x
EVTNAME58019;Inmigration!!;Inmigration!!;Inmigration!!;;Inmigracion!;;;;;;;;;x
EVTDESC58019;Inmigration!!;Inmigration!!;Inmigration!!;;Inmigracion!;;;;;;;;;x
EVTNAME58020;Rip Inmigration :(;Rip Inmigration :(;Rip Inmigration :(;;Rip Inmigracion!;;;;;;;;;x
EVTDESC58020;Rip Inmigration :(;Rip Inmigration :(;Rip Inmigration :(;;Rip Inmigracion!;;;;;;;;;x
EVTNAME25120;The Ezo and islands question;The Ezo and islands question;The Ezo and islands question;;La question de las islas de Ezo;;;;;;;;;x
EVTDESC25120;We can get Ezo and the Japanesse islands!;We can get Ezo and the Japanesse islands!;We can get Ezo and the Japanesse islands!;;Podemos conseguir Ezo y las Islas Japonesas;;;;;;;;;x
EVTNAME25121;The meji rebellion;The meji rebellion;The meji rebellion;;La rebelion meji;;;;;;;;;x
EVTDESC25121;Civil war against the Imperial Japan;Civil war against the Imperial Japan;Civil war against the Imperial Japan;;Guerra civil contra el Imperio Japones;;;;;;;;;x
EVTNAME25122;The Edo Ocupation;The Edo Ocupation;The Edo Ocupation;;La Ocupacion de Edo;;;;;;;;;x
EVTDESC25122;Edo has fallen, LET'S UNITE!;Edo has fallen, LET'S UNITE!;Edo has fallen, LET'S UNITE!;;Edo cayo, VAMOS A UNIRNOS!;;;;;;;;;x
EVTNAME25123;Ezo rebellion!;Ezo rebellion!;Ezo rebellion!;;La rebelion de Ezo!;;;;;;;;;x
EVTDESC25123;Ezo isn't now our vassal, what do we do?;Ezo isn't now our vassal, what do we do?;Ezo isn't now our vassal, what do we do?;;Ezo ya no es nuestro vasall, que hacemos?;;;;;;;;;x
EVTNAME25124;Ezo taken!;Ezo taken!;Ezo taken!;;Ezo conquistado!;;;;;;;;;x
EVTDESC25124;After the Ezo war, now we can decide their future;After the Ezo war, now we can decide their future;After the Ezo war, now we can decide their future;;Despues de la guerra de Ezo, ahora podemos decidir su futuro..;;;;;;;;;x
EVTNAME8173;The Puppet Question;The Puppet Question;The Puppet Question;;La Pregunta sobre la Vasallizacion;;;;;;;;;x
EVTDESC8173;Do we accept the japanese to be our owner?;Do we accept the japanese to be our owner?;Do we accept the japanese to be our owner?;;Aceptamos a los japoneses para gobernarnos?;;;;;;;;;x
EVTNAME8174;$FROMCOUNTRY$ accepted!;$FROMCOUNTRY$ accepted!;$FROMCOUNTRY$ accepted!;;$FROMCOUNTRY$ acepto!;;;;;;;;;x
EVTDESC8174;$FROMCOUNTRY$ accepted to be our vassal!;$FROMCOUNTRY$ accepted to be our vassal!;$FROMCOUNTRY$ accepted to be our vassal!;;$FROMCOUNTRY$ acepto ser nuestro vasallo!;;;;;;;;;x
EVTNAME8175;Japan problems;Japan problems;Japan problems;;Problemas japoneses;;;;;;;;;x
EVTDESC8175;Japan wants our vassal, korea! Do we accept?;Japan wants our vassal, korea! Do we accept?;Japan wants our vassal, korea! Do we accept?;;Japon quiere nuestro vasallo, kora! Aceptamos?;;;;;;;;;x
EVTNAME8176;$FROMCOUNTRY$ didn't accept!;$FROMCOUNTRY$ didn't accept!;$FROMCOUNTRY$ didn't accept!;;$FROMCOUNTRY$ no acepto!;;;;;;;;;x
EVTDESC8176;$FROMCOUNTRY$ didn't accept to be our vassal!;$FROMCOUNTRY$ didn't accept to be our vassal!;$FROMCOUNTRY$ didn't accept to be our vassal!;;$FROMCOUNTRY$ no acepto ser nuestro vasallo!;;;;;;;;;x
EVTNAME8177;We are now a puppet :(!;We are now a puppet :(!;We are now a puppet :(!;;Ahora somos un satelite :(!;;;;;;;;;x
EVTDESC8177;We lost against the agressors.;We lost against the agressors.;We lost against the agressors.;;Perdimos contra los agresores..;;;;;;;;;x
EVTNAME25691;Treaty of london!;Treaty of london!;Treaty of london!;;El Tratado de Londres;;;;;;;;;x
EVTDESC25691;We loose our part of belgium after the treaty of london :(;We loose our part of belgium after the treaty of london :(;We loose our part of belgium after the treaty of london :(;;Perdemos nuestra parte de belgica despues del Tratado de Londres :(;;;;;;;;;x
EVTNAME25021;Money for you baby;Money for you baby;Money for you baby;;Dinero para ti beiby;;;;;;;;;x
EVTDESC25021;Money for you baby;Money for you baby;Money for you baby;;Dinero para ti beiby;;;;;;;;;x
EVTNAME48291;Negotiated transfer;Negotiated transfer;Negotiated transfer;;Transferencia Negociada;;;;;;;;;x
EVTDESC48291;$FROMCOUNTRY$ wants someone to transfer a province to him, do we want?;$FROMCOUNTRY$ wants someone to transfer a province to him, do we want?;$FROMCOUNTRY$ wants someone to transfer a province to him, do we want?;;$FROMCOUNTRY$ quiere a alguien que le de una provincia, entonces, queremos?;;;;;;;;;x
EVTNAME25002;No prestige for you :);No prestige for you :);No prestige for you :);;No prestigio pa ti perra;;;;;;;;;x
EVTDESC25002;No prestige for you :);No prestige for you :);No prestige for you :);;No prestigio pa ti perra;;;;;;;;;x
EVTNAME9986;The Peru-Bolivia question;The Peru-Bolivia question;The Peru-Bolivia question;;La cuestion Peru-Boliviana;;;;;;;;;x
EVTDESC9986;Peru-Bolivia can't survive more, this is uncontrollable;Peru-Bolivia can't survive more, this is uncontrollable;Peru-Bolivia can't survive more, this is uncontrollable;;Peru-Bolivia no puede sobrevivir mas, esto es incontrolable.;;;;;;;;;x
EVTNAME6002;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6002;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME6003;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6003;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME6004;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6004;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME6005;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6005;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME6006;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6006;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME25001;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25001;The rebels won..;The rebels won..;The rebels won..;;Los rebeldes ganaron..;;;;;;;;;x
EVTNAME25000;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25000;Do you want put on the throne Carlos?;Do you want put on the throne Carlos?;Do you want put on the throne Carlos?;;Quieres poner Carlos al trono?;;;;;;;;;x
EVTNAME25005;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25005;Well, we are carlist..;Well, we are carlist..;Well, we are carlist..;;Bueno, somos carlistas..;;;;;;;;;x
EVTNAME18505;The Spanish Won..;The Spanish Won..;The Spanish Won..;;Los Espa?™oles ganaron..;;;;;;;;;x
EVTDESC18505;We're death after the sicilian war..;We're death after the sicilian war..;We're death after the sicilian war..;;Estamos muertos despues de la guerra de sicilia..;;;;;;;;;x
EVTNAME18506;WE ARE FREE!!;WE ARE FREE!!;WE ARE FREE!!;;SOMOS LIBRES!!;;;;;;;;;x
EVTDESC18506;The Spanish aren't our leaders anymore!;The Spanish aren't our leaders anymore!;The Spanish aren't our leaders anymore!;;Los Espa?™oles no son ya nuestros lidres!;;;;;;;;;x
EVTNAME18504;We lost the war..;We lost the war..;We lost the war..;;Perdimos la guerra.;;;;;;;;;x
EVTDESC18504;The oriental crisis made us loose a lot of territory!;The oriental crisis made us loose a lot of territory!;The oriental crisis made us loose a lot of territory!;;La crisis oriental nos hizo perder un monton de territorio!;;;;;;;;;x
EVTNAME25128;The Burmese Conquest;The Burmese Conquest;The Burmese Conquest;;La Conquista de Birmania;;;;;;;;;x
EVTDESC25128;Burma is a part of the United Kingdom.;Burma is a part of the United Kingdom.;Burma is a part of the United Kingdom.;;Birmania es una parte del Reino Unido.;;;;;;;;;x
EVTNAME4850;The Usca Desintegration;The Usca Desintegration;The Usca Desintegration;;La Desintegracion de la USCA;;;;;;;;;x
EVTDESC4850;We.. can't.. survive..;We.. can't.. survive..;We.. can't.. survive..;;Nosotros.. no podemos.. sobrevivir..;;;;;;;;;x
EVTOPTA18502;Yes why not!;Yes why not!;Yes why not!;;Por que no!;;;;;;;;;x
EVTOPTB18502;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA18503;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA25225;Yes!!;Yes!!;Yes!!;;Si!;;;;;;;;;x
EVTOPTA809198;Yes, lets be the puppet of $FROMCOUNTRY$!!;Yes, lets be the puppet of $FROMCOUNTRY$!!;Yes, lets be the puppet of $FROMCOUNTRY$!!;;Si, seamos el vasallo de $FROMCOUNTRY$!;;;;;;;;;x
EVTOPTB809198;NO!!;NO!!;NO!!;;NO!;;;;;;;;;x
EVTOPTA60200;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA60201;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA60202;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA25012;Yes;Yes;Yes;;Sí;;;;;;;;;x
EVTOPTB25012;No;No;No;;No;;;;;;;;;x
EVTOPTA25006;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25007;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25008;Ok, we don't care :);Ok, we don't care :);Ok, we don't care :);;Ok, no nos importa :);;;;;;;;;x
EVTOPTB25008;Ok, let's kill them :);Ok, let's kill them :);Ok, let's kill them :);;Vale, vamos a matarlos :);;;;;;;;;x
EVTOPTA25009;We lost :(;We lost :(;We lost :(;;Perdimos :(;;;;;;;;;x
EVTOPTA25010;Ok;Ok;Ok;;Ok;;;;;;;;;x
EVTOPTA25011;Ok;Ok;Ok;;Ok;;;;;;;;;x
EVTOPTA48101;Yes why not!;Yes why not!;Yes why not!;;Si, por que no!;;;;;;;;;x
EVTOPTB48101;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA48102;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA48103;No!! :(;No!! :(;No!! :(;;No :(;;;;;;;;;x
EVTOPTA48104;We give it;We give it;We give it;;Nosotros lo damos;;;;;;;;;x
EVTOPTB48104;We keep it;We keep it;We keep it;;Nos lo quedamos;;;;;;;;;x
EVTOPTA48105;Yeees :);Yeees :);Yeees :);;Siiiii :);;;;;;;;;x
EVTOPTA48106;Bad decision..;Bad decision..;Bad decision..;;Mala decision..;;;;;;;;;x
EVTOPTA9985;Ok!;Ok!;Ok!;;Vale!;;;;;;;;;x
EVTOPTA48201;We haven't chance..;We haven't chance..;We haven't chance..;;No tienen oportunidad..;;;;;;;;;x
EVTOPTB48201;No!!;No!!;No!!;;No!;;;;;;;;;x
EVTOPTA48202;Annex it.;Annex it.;Annex it.;;Anexalo.;;;;;;;;;x
EVTOPTB48202;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;;Anexa solo las provincias alemanas, libera el resto.;;;;;;;;;x
EVTOPTA48203;Declare him!;Declare him!;Declare him!;;Declaremosle!;;;;;;;;;x
EVTOPTB48203;Ok, we don't care.;Ok, we don't care.;Ok, we don't care.;;Vale, no nos importa.;;;;;;;;;x
EVTOPTA48204;Annex it.;Annex it.;Annex it.;;Anexalo.;;;;;;;;;x
EVTOPTB48204;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;;Anexa solo las provincias alemanas, libera el resto.;;;;;;;;;x
EVTOPTA58301;Yes;Yes;Yes;;Si;;;;;;;;;x
EVTOPTB58301;No;No;No;;No;;;;;;;;;x
EVTOPTA58302;Yes!;Yes!;Yes!;;Si!;;;;;;;;;x
EVTOPTA58303;Noo! :(;Noo! :(;Noo! :(;;Noo! :(;;;;;;;;;x
EVTOPTA25193;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTB25193;1k;1k;1k;;1k;;;;;;;;;x
EVTOPTC25193;10k;10k;10k;;10k;;;;;;;;;x
EVTOPTD25193;100k;100k;100k;;100k;;;;;;;;;x
EVTOPTE25193;1M;1M;1M;;1M;;;;;;;;;x
EVTOPTF25193;2M;2M;2M;;;2M;;;;;;;;x
EVTOPTA25221;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA25020;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA58019;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA58020;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA25120;Let's claim them!;Let's claim them!;Let's claim them!;;Reclamamemoslo!;;;;;;;;;x
EVTOPTA25121;They need to die..;They need to die..;They need to die..;;Ellos necesitas morir..;;;;;;;;;x
EVTOPTA25122;The glorious Imperial Japan;The glorious Imperial Japan;The glorious Imperial Japan;;El glorioso Imperio Japones;;;;;;;;;x
EVTOPTA25123;Kill them!;Kill them!;Kill them!;;Matales!;;;;;;;;;x
EVTOPTB25123;Okay, we don't care;Okay, we don't care;Okay, we don't care;;Vale, no nos importa;;;;;;;;;x
EVTOPTA25124;Annex them!;Annex them!;Annex them!;;Anexalos!;;;;;;;;;x
EVTOPTB25124;Vasallize them!;Vasallize them!;Vasallize them!;;Que sean nuestros vasallos!;;;;;;;;;x
EVTOPTA8173;Okay!;Okay!;Okay!;;Vale;;;;;;;;;x
EVTOPTB8173;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTA8175;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTB8175;Yes;Yes;Yes;;Si;;;;;;;;;x
EVTOPTA8176;Okay, declare him;Okay, declare him;Okay, declare him;;Vale, declaremosle;;;;;;;;;x
EVTOPTB8176;Let's do nothing :);Let's do nothing :);Let's do nothing :);;No haremos nada :);;;;;;;;;x
EVTOPTA8177;Yeees!;Yeees!;Yeees!;;Siii!;;;;;;;;;x
EVTOPTA25691;No!!;No!!;No!!;;No!!;;;;;;;;;x
EVTOPTA25021;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA48291;Ok;Ok;Ok;;Vale;;;;;;;;;x
EVTOPTB48291;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTA25002;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA9986;Right..;Right..;Right..;;Cierto..;;;;;;;;;x
EVTOPTA6002;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6003;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6004;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6005;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6006;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA25001;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25000;Never!;Never!;Never!;;Never!;;;;;;;;;x
EVTOPTB25000;Put him to the throne!;Put him to the throne!;Put him to the throne!;;Ponlo al trono!;;;;;;;;;x
EVTOPTA25005;Ok :(;Ok :(;Ok :(;;Vale :(;;;;;;;;;x
EVTOPTA18505;Ok :(;Ok :(;Ok :(;;Vale :(;;;;;;;;;x
EVTOPTA18506;YESS :D;YESS :D;YESS :D;;SIII :D;;;;;;;;;x
EVTOPTA18504;No!! :(;No!! :(;No!! :(;;No!!;;;;;;;;;x
EVTOPTA25128;Right;Right;Right;;Cierto;;;;;;;;;x
EVTOPTB25128;Incorrect;Incorrect;Incorrect;;Incorrecto;;;;;;;;;x
EVTOPTA4850;Noo!! :(;Noo!! :(;Noo!! :(;;Noo!! :(;;Noo!! :(;;;;;;;x
EVTNAME25013;The Mongol Ultimatum;L'ultimatum mongol;Das Mongolische Ultimatum;;El Ultimátum Mongol;;;;;;;;;x
EVTDESC25013;Los mongoles quieren más tierras, aceptamos?;Les Mongols veulent plus de terres, acceptons-nous ?;Wollen die Mongolen mehr Länder, nehmen wir an?;;Los mongoles quieren más tierras, aceptamos?;;;;;;;;;x
EVTOPTA25013;Ni se te ocurra;Ne pense même pas à ça;Nicht im Traum;¡Ni se te ocurra!;;;;;;;;;x
EVTOPTB25013;Sí, no hay de otra;Oui, il n'y a pas d'autre choix;Ja, es gibt keine andere Wahl;Sí, no hay de otra;;;;;;;;;;x
EVTNAME25014;The Mongol Ultimatum;L'ultimatum mongol;Das Mongolische Ultimatum;;El Ultimátum Mongol;;;;;;;;;x
EVTDESC25014;THE MONGOLS RAISED PEKIN!;LES MONGOLES ONT RASÉ PÉKIN !;DIE MONGOLEN HABEN PEKING ZERSTÖRT!;;LOS MONGOLES ARRASARON PEKÍN!;;;;;;;;;x
EVTOPTA25014;Vamos!;Allons-y!;Lasst uns gehen!;;¡Vamos!;;;;;;;;;x
EVTNAME25015;Mucho más Khan;Beaucoup plus Khan;Viel mehr Khan;;Mucho más Khan;;;;;;;;;x
